;ID;Kategoria;Lokalizacja;Cena;Cena za m2;Typ budynku;Materiał;Liczba pokoi;Piętro;Liczba pięter w budynku;Rok budowy;Powierzchnia całkowita;Informacje dodatkowe;Numer oferty;Kredyt;descr;Okolica;Forma własności;Powierzchnia piwnicy;Kuchnia;Dostępne od;Czynsz;Mieszkanie;Powierzchnia działki;Powierzchnia mieszkalna;Kształt działki
68;151339520;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa gmina:  Wola miejscowość:  Warszawa dzielnica:  Wola ulica:  Jana Kazimierza;456 000 zł;12 493,15 zł/m2;inny;inny;2;7;10;1;36,50 m2;;HH-MS-12844416;Sprawdź ratę!;***Hampton Home ma przyjemność zaprezentować wspaniałą nieruchomość:    Piękne 2 pokojowe mieszkanie, wykończone i umeblowane. 36,5 m2 na Warszawskiej Woli.  Mieszkanie mieści się na 7 piętrze i składa się z  * Salonu z aneksem kuchennym * Sypialnia * Łazienki * Holu  Czynsz w wysokości: 300 zł.   Do mieszkania przynależy miejsce postojowe za kwotę 30.000 zł  Mieszkanie znajduję się bardzo blisko centrum, w pobliżu parki, przedszkola, szkoły, przychodnie. Doskonały punkt komunikacyjny.  Doskonała inwestycja pod wynajem ze względu na lokalizacje.  Serdecznie zapraszam do kontaktu i umówienia prezentacji w dogodnym terminie.  Numer oferty: HH-MS-12844416Osoba odpowiedzialna zawodowo: Mateusz Kruk;;;;;;;;;;
69;150434428;Mieszkania na sprzedaż;województwo:  mazowieckie miejscowość:  Warszawa dzielnica:  Ursus ulica:  Posag 7 Panien;303 000 zł;7 789,20 zł/m2;apartamentowiec;cegła;2;7;7;2020;38,90 m2;balkon, ogrzewanie miejskie, garaż;95376;Sprawdź ratę!;0% PROWIZJI!! Inwestycja od dewelopera, bez PCC 2%.    Liczba pokoi: 2  Cena: 303 000,00 PLN7 789,20 PLN38,90 m2Piętro: 7    Termin realizacji: IV kwartał 2020  Ilość pięter: 7  Ilość pokoi: od 2 do 3  Powierzchnia: od 38 m2 do 64 m2  Cena: od 302 000 PLN  do 476 000 PLN  Miejscowość: Warszawa  Dzielnica: Ursus  Ulica: Posag 7 panien  Ogrzewanie: miejskie  Ilość lokali na piętrze: 5  Czynsz za metr: 8,00 PLN  Forma własności gruntu:użytkowanie wieczyste  Rodzaj stolarki okiennej: PCV  Monitoring: Tak  Winda: Tak  Miejsce postojowe-Miejsce postojowe naziemne odkryte:15 000 PLN  -Miejsce postojowe w garażu podziemnym:(Obowiązkowe) 30 000 PLN  Komorka lokatorska-cena za m2: 2 000 PLN    Nowoczesne osiedle Next Ursus to kompleks 14 budynków, z których każdy zaopatrzony jest w technologię sterowania Nexity Smart. Ten nowoczesny system pozwoli zarządzać własnym domem z dowolnego miejsca na ziemi.    Budynki wyposażone będą w ekologiczne rozwiązania, takie jak panele fotowoltaiczne czy multimedialne ławki ładujące. Na terenie osiedla powstanie nowoczesna siłownia plenerowa oraz place zabaw. Wszystko będzie otoczone dużą ilością zieleni i przestronnych alejek.    W pobliżu znajdziecie Państwo wszystko co potrzebne nowoczesnej rodzinie przedszkola, szkoły, punkty gastronomiczne, sklepy i przystanki autobusowe, a to wszystko zaledwie 15 minut od ścisłego centrum Warszawy.  W trzecim etapie inwestycji oddajemy do sprzedaży 178 mieszkań o zróżnicowanym metrażu i rozkładzie. Oferujemy mieszkania 1,2 i 3 pokojowe, każde z nich zaprojektowane tak, aby zapewnić jak największy komfort lokatorom.    W budynku zaprojektowano parking podziemny i komórki lokatorskie. Na dole budynku będzie się znajdował lokal usługowo-handlowy.    Na częściach wspólnych powstanie obszerna aranżacja zieleni zarówno nieopodal budynku, jak i na terenie całego osiedla.    Osiedle z uwagi na bardzo duży obszar w swoich strukturach będzie posiadło części wspólne, takie jak siłownia plenerowa czy plac zabaw. Dużym atutem jest stonowana architektura budynku oraz szerokie odległości pomiędzy sąsiadującymi budynkami.    Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.    Oferta wysłana z programu IMO dla biur nieruchomości  Numer oferty: 95376Nr licencji zawodowej: 19898;;własność;;aneks;;;;;;
70;151013937;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa miejscowość:  Warszawa dzielnica:  Praga Północ;1 400 000 zł;9 929,08 zł/m2;blok;cegła;6;4;6;1995;141 m2;winda;467391;Sprawdź ratę!;"KOLOSEUM POLECA  Sześciopokojowe mieszkanie w idealnym stanie z wyjątkowym widokiem. Okna wychodzące na północy wschód i południowy zachód, widok na zabytkową cześć miasta.   Przestronne i rozkładowe: - 3 sypialnie (12,9 m2; 11,2 m2 i 12,8 m2) - gabinet (15,6 m2) - jadalnia (13,5 m2) - salon z aneksem kuchennym (ok. 35 m2)  - 2 łazienki (4,6 m2 i 8,4 m2), - garderoba (2 m2) - spiżarka (2 m2) - loggia 8 m 2   W budynu - recepcja, ochrona, siłownia dla mieszkańców, budynek dostosowany dla osób niepelnosprawnych. Miejsce gaażowe w garażu podziemnym płatne dodatkowo 50000 zł, rowerownia na użytek mieszkańców.  Okolica z dobrze rozwiniętą infrastrukturą - sklepy, Galeria Wileńska, kino, szpital, pzychonie, urzędy, Park Praski, place zabaw, punkty usługowe, szkoły. Budynek dokonale skomunikowany z centrum.  Idealna inwestycja na lata.  Serdecznie zapraszam na prezentację!  Małgorzata Skarzyńska Doradca Ds. Nieruchomości Telefon: 575pokaż telefon E-mail: malgorzataskontaktuj się  Niniejsza informacja nie stanowi oferty w rozumieniu Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych obiektów były możliwie dokładne, kompletne i aktualne. Ze względu jednak na fakt, iż informacje te pochodzą od osób trzecich i nie zawsze dają się zweryfikować, firma KOLOSEUM NIERUCHOMOŚCI nie ponosi odpowiedzialności za ich dokładność, kompletność oraz aktualność.  Numer licencji pośrednika odpowiedzialnego za ofertę: 19837  Numer oferty: 467391";;;;Jasna0;;;;;;
71;151285381;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Żoliborz ulica:  Adama Mickiewicza;960 000 zł;9 727,43 zł/m2;kamienica;cegła;4;4;4;1935;98,69 m2;ogrzewanie miejskie, piwnica;8863/2517/OMS;Sprawdź ratę!;Oferuję do sprzedaży 4 pokojowe mieszkanie, w przedwojennej kamienicy o powierzchni 98,69 m2 w rewelacyjnej lokalizacji, z potencjałem.  MIESZKANIE: Nieruchomość położona na 4 piętrze w 4 piętrowym budynku bez windy. Mieszkania składa się z 4 niezależnych pokoi, przedpokoju, kuchni, oraz łazienki: 1 pokój - 31,5 m2  2 pokój - 24,5 m2 3 pokój - 13 m2 4 pokój - 13,5 m2 przedpokój - 5 m2 kuchnia - 10,5 m2 łazienka - 3,5 m2 Okna wychodzą na zachód i wschód, dzięki czemu mieszkanie jest dobrze oświetlone przez cały dzień a grube mury dają ciepło i wyciszają pomieszczenia. Mieszkanie ma bardzo dobry potencjał i jest świetną inwestycją. Układ nieruchomości pozwala wydzielić dodatkowe pomieszczenia pod wynajem.  Osoby ceniące stare budownictwo na pewno będą zachwycone mieszkając w wyjątkowej, odrestaurowanej kamienicy.   BUDYNEK: Budynek powstał w 1935 roku, mieści się przy Placu Inwalidów, do M1 - 300 m, tuż przy budynku znajdują się przystanki tramwajowe, oraz autobusowe, do Arkadii 2 przystanki tramwajem. Elewacja, również jak i klatka są zadbane. Do mieszkania przynależy pomieszczenie gospodarcze mieszczące się za ścianą pokoju nr 4, można przerobić je na garderobę. Strych jest wspólny, ale obecni właściciele wykorzystują je we własnym zakresie. Dodatkowo do mieszkania przynależy piwnica o powierzchni 3,89 m2. Na  piętrze są tylko dwa mieszkania.  Bądź wyjątkowy - zamieszkaj w kamienicy!                 _________________________________________________________ Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego. Treść ma charakter informacyjny i zalecamy ich osobistą weryfikację.  Zgodnie z przepisami Ustawy z dnia 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz.U. z 1994r. Nr 24, poz. 83, z późn. zm.). Kopiowanie treści oraz fotografii i planów bez pisemnej zgody autora stanowi naruszenie majątkowych praw autorskich oraz podstawę odpowiedzialności karnej przewidzianej przepisami art. 116 § 1-4 ww. ustawy.             Więcej ofert z Białołęki i Bielan znajdziesz na naszej stronie tur-nieruchomosci. pl                    Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: 8863/2517/OMSNr licencji zawodowej: 18034;szkoła, przedszkole, park;spółdzielcze własnościowe z kw;;;;;;;;
72;151141125;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa gmina:  Białołęka miejscowość:  Warszawa dzielnica:  Białołęka ulica:  przy Parku Henrykowskim;563 000 zł;8 377,98 zł/m2;inny;inny;3;3;3;2019;67,20 m2;winda, miejsce parkingowe, balkon, loggia;N+611386;Sprawdź ratę!;Zamieszkaj w wyjątkowej w skali Polski inwestycji realizowanej przez renomowanego fińskiego dewelopera na urokliwym terenie. W koncepcję zabudowy wkomponowane zostały efektowne zabudowania historyczne, a całość inwestycji została zatopiona w bujnej zieleni.  Dodatkowym walorem tej inwestycji jest dogodna lokalizacja, dająca możliwość łatwego dojazdu do Centrum miasta zarówno komunikacją zbiorową (liczne linie autobusowe lub kolejka naziemna), jak i samochodem.  Obecnie w sprzedaży znajdują się mieszkania w I i II etapie Oddanie do użytkowania I etapu zaplanowano na wrzesień tego roku, z kolei mieszkańcy II etapu będą mogli wprowadzić się do swoich mieszkań w I kwartale przyszłego roku. . Do każdego mieszkania należy dokupić miejsce postojowe w hali garażowej w cenie 34 000 zł.  W inwestycji są dostępne również komórki lokatorskie.  Możliwość zakupu na kredyt. Posiadam również inne mieszkania w tej lokalizacji.  Numer oferty: N+611386Osoba odpowiedzialna zawodowo: Patryk Rogóski;park, apteka, autobus, przedszkole, żłobek;;;;;;;;;
73;150882667;Mieszkania na sprzedaż;województwo:  mazowieckie miejscowość:  Warszawa dzielnica:  Bemowo;630 000 zł;10 677,97 zł/m2;apartamentowiec;inny;2;6;8;2008;59 m2;balkon;19803;Sprawdź ratę!;"Świetne miejsce. Okolice Ratusza Bemowo i planowanej (2020 r.) stacji metra.    Obok pełna infrastruktura handlowa, usługowa, oświatowa, rozrywkowa itp,  Osiedle zamknięte, monitorowane. W holu całodobowa recepcja (ochrona);  meble wypoczynkowe fontanna (kamień i szkło).  Do dyspozycji mieszkańców  sala konferencyjna (imprezowa) z wyposażoną własną, kuchnią i łazienką.   Mieszkanie wygodne, ciche, okna na pd., wysokie. Okna drewniane, podłogi Pergo.  Pokój dzienny z aneksem kuchennym. Z salonu i sypialni wyjście na loggię. W kuchni zabudowa i sprzęt agd; w sypialni wbudowana szafa-garderoba.   Komórka lokatorska 5 m2.  Zapraszamy do oglądania  Kontakt: 605pokaż telefon            Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.    Oferta wysłana z programu IMO dla biur nieruchomości  Numer oferty: 19803Nr licencji zawodowej: 3698";;własność;;;;;;;;
74;ruczaj_park_warszawa-wilanow_533530;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  warszawski miejscowość:  Warszawa dzielnica:  Wilanów ulica:  Ruczaj 117a;471 000 zł;7 097 zł/m2;;;2;2;2;2019;66,37 m2;balkon, plac zabaw, łącze internetowe, ochrona, telewizja kablowa, teren strzeżony;7/2/C/11;Sprawdź ratę!;Nowe atrakcyjne apartamenty na sprzedaż w realizowanej przez nas inwestycji!  Już w sprzedaży nowe apartamenty w bardzo atrakcyjnym architektonicznie oraz lokalizacyjnie kompleksie mieszkalnym na terenie Warszawy, w cenie już od 6.500 zł/m2.   Mieszkania posiadają od dwóch do czterech pokoi z pow. użytkową od 51 do 150 m2. Są to lokale jednopoziomowe, które dodatkowo posiadają przestronne balkony ogródki o powierzchni od 220 do 250 m2.  Ruczaj Park to idealne miejsce by zamieszkać komfortowo, złapać oddech, zwolnić tempo jak również móc korzytać z aktywnych form wypoczynku bezpośredniego w okolicy domu. Ruczaj Park to komfortowe mieszkania i apartamenty w Wilanowie. Cała inwestycja wkomponowana została w niepowtarzalne otoczenie sadów owocowych, rozległych terenów zielonych i uroczych jeziorek. Tereny rekreacyjne wraz z jeziorkiem przeznaczone są do wyłącznej dyspozycji MIESZKAŃCÓW Ruczaj Park, a w połączeniu z funkcjonalnymi rozwiązaniami zarówno wewnątrz i na zewnątrz budynków, tworzą unikalną propozycję dla osób szukających mieszkania. Duża działka daje możliwości utworzenia wewnętrznego parkingu dla każdego lokalu, miejsca wypoczynkowego oraz placu zabaw dla najmłodszych.    Budynek powstał w technologii tradycyjnej z pustaków ceramicznych, ocieplony, okna z naturalnego drewna w kolorze mahoniowym, tynki gipsowe. Każdy z lokali posiadać będzie niezależne opomiarowanie mediów (woda, prąd, gaz), instalację TV-SAT, domofon oraz na życzenie instalacje alarmową. Na obecnym etapie inwestycji istnieje możliwość indywidualnej aranżacji wnętrza lokalu.   Unikalna architektura budynku dodatkowo podnosi prestiż zamieszkania, a realizacja inwestycji  ze starannym zaplanowaniem wszelkich szczegółów, spełni oczekiwania najbardziej wymagających klientów.  Taniej kupić niż wynajmować!  Obecna sytuacja na rynku mieszkaniowym, a w szczególności wartości wynajmu lokali sprawia, iż przy zakupie mieszkania w realizowanej przez nas inwestycji, przy możliwości zaciągnięcia kredytu hipotecznego, koszty jego spłaty i utrzymania lokalu (bez czynszu) są niższe niż koszty wynajmu na rynku nieruchomości.  Istotny jest także fakt, iż jesteśmy właścicielami lokalu, a nie tylko jego użytkownikami. Zamiast, więc płacić czynsz w wynajmowanym mieszkaniu, taniej spłacać ratę kredytu i stać się właścicielem mieszkania.  Numer oferty: 7/2/C/11;szkoła, park / las, sklep spożywczy, przedszkole, autobus, plac zabaw;;;;;;;;;
75;siewierska_18_warszawa-ochota_534581;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  warszawski miejscowość:  Warszawa dzielnica:  Ochota ulica:  Siewierska 18;;;;beton;3;3;7;2020;65,92 m2;loggia, plac zabaw, winda, telefon, łącze internetowe, telewizja kablowa;4.14;Sprawdź ratę!;Prestiż, Elegancja, Kameralność – oto cechy wyróżniające najnowszą inwestycję SAWA Apartments Siewierska 18 to kameralna inwestycja na Starej Ochocie. Unikalny charakter inwestycji opiera się na wysmakowanym projekcie architektonicznym, dbałości o najwyższą jakość materiałów oraz samej lokalizacji. Budynek został tak zaprojektowany, aby wkomponować się w otoczenie wraz z wykorzystaniem wewnętrznego podwórka i zieleni co ma dać komfort i prywatną przestrzeń mieszkańcom Siewierskiej 18. Stara Ochota jest jedną z najstarszych dzielnic Warszawy, a lokalizacja inwestycji przy ulicy Siewierskiej 18 pozwala docenić cichą i kameralną okolicę, a z drugiej strony umożliwia szybki dostęp do każdego miejsca w Warszawie  Wyjątkowa przestrzeń dla Ciebie  Stonowana i elegancka, kamienna elewacja Siewierskiej 18, w połączeniu z architektoniczną atmosferą Starej Ochoty tworzą miejsce o niepowtarzalnym klimacie. Inwestycja oferuje apartamenty o metrażach od 50 do 280 mkw, ulokowanych na 7 kondygnacjach. Indywidualna aranżacja daje możliwość stworzenia lokalu idealnego dla mieszkańców Siewierskiej 18. Każdy z apartamentów posiada własną loggie. Właściciele apartamentów mają możliwość zakupu miejsca postojowego w należącym do inwestycji garażu podziemnym. Budowa inwestycji rozpoczęła się w II kwartale 2018 roku. Planowane oddanie inwestycji do użytku to II kwartał 2019 r.  Czy wiesz, że ...  Nazwa dzielnicy Ochota pochodzi od karczmy, która stała niegdyś u zbiegu dzisiejszych ulic Grójeckiej i Kaliskiej. To wokół niej, w II poł. XIX wieku, powstała rozlewająca się swoim tempem wzdłuż Szosy Krakowskiej wieś, a następnie podwarszawskie osiedle — zaczątek dzisiejszej Ochoty.  Mamy nadzieję, że oferta Inwestycji Siewierska 18 wychodzi naprzeciw oczekiwaniom naszych szanownych Klientów, zarówno tych którzy chcą bardzo dobrze zainwestować w nieruchomość jak i komfortowo zamieszkać w bardzo dobrej lokalizacji.   Przedział cenowy:  13 600 – 18 200 zł/m2 Garaż w cenie 85 000 zł brutto Komórki lokatorskie są w cenie 8 tys zł / m2.  Numer oferty: 4.14;szkoła, park / las, przychodnia / szpital, centrum handlowe, poczta, sklep spożywczy, przedszkole, autobus, apteka, żłobek;;;;;;;;;
76;151107315;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Wilanów ulica:  Sarmacka;1 100 000 zł;10 837,44 zł/m2;apartamentowiec;cegła;4;3;4;2006;101,50 m2;winda, ogrzewanie miejskie, balkon;272372/3376/OMS;Sprawdź ratę!;Do sprzedaży rozkładowe, 4-pokojowe  mieszkanie o powierzchni 101,5 m2 z tarasem, położone na przedostatnim piętrze (3/4) w miasteczku Wilanów przy ul. Sarmackiej. Budynek oddany do użytku w 2006 r, wykończony w wysokim standardzie. Posadzki i ściany na klatkach schodowych wyłożone marmurem. Osiedle całodobowo strzeżone i monitorowane, z zielonym patio i placem zabaw dla dzieci.  Mieszkanie wykończone w standardzie przeznaczonym pod wynajem. Możliwość zmiany funkcji przestrzeni poprzez wyburzenie dowolnych ścian wewnętrznych. Kuchnia w zabudowie w pełni wyposażona w sprzęt AGD ( lodówko-zamrażarka, zmywarka, płyta elektryczna, piekarnik, okap). Łazienki wykończone glazurą i terakotą. W pokojach na podłodze położona wykładzina, w przedpokoju i kuchni-terakota.  Mieszkanie wysokie ( 280 cm), dwustronne, widne i ciche ( ekspozycja wschód-zachód).  Lokal ( według załączonego planu deweloperskiego) składa się z:  -salonu ( 21,82 m2) z widną i półotwartą kuchnią ( 7,34 m2), z tarasem  -sypialni głównej I (14 m2), z balkonem  -sypialni II (12,6 m2), z balkonem  -sypialni III (11,55 m2),  -głównej łazienki I ( 7,17 m2) z wanną,  -II łazienki ( 4m2) z prysznicem  - toalety gościnnej ( 2,02 m2)  - przedpokoju ( 17,4 m2) z szafą wnękową,  - oddzielnej garderoby (3,72 m2)   Z salonu i kuchni wyjście na zachodni taras od ulicy Sarmackiej ( ca 20 m2), zaś z sypialni na dwa balkony (ca 2m2), okna na wschód ( patio).  Do mieszkania przynależą 2 zwykłe miejsca parkingowe w garażu podziemnym, płatne dodatkowo 60.000 zł.  Czynsz: 900 zł ( z zaliczkami na media, ochroną i opłatą garażową)  Budynek posiada piękne, zielone wewnętrzne patio. Okolica spokojna, niska zabudowa, park, las, przychodnia, szpital, liczne apteki, sklepy, poczta, autobusy (m.in 522 ,217), szkoła, przedszkole, żłobek, plac zabaw, centrum handlowe, basen, fitness. Miasteczko Wilanów posiada pełną infrastrukturę handlowo-usługową oraz dobre połączenie komunikacyjne z centrum Warszawy.  Polecam i zapraszam na prezentację.      Jeżeli nie udało się znaleźć oferty spełniającej kryteria, zapraszamy do kontaktu bezpośredniego z naszymi doradcami.  Nie wszystkie nasze oferty widoczne są w internecie.  Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: 272372/3376/OMSNr licencji zawodowej: 19955;szkoła, przedszkole, park;własność;;aneks kuchenny;;;;;;
77;151224420;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa gmina:  Mokotów miejscowość:  Warszawa dzielnica:  Mokotów ulica:  Nałęczowska;526 075 zł;12 537,54 zł/m2;inny;inny;2;7;10;2022;41,96 m2;winda, miejsce parkingowe, balkon, loggia;N+922695;Sprawdź ratę!;"Zapraszamy do zapoznania się z nowym projektem na Mokotowie.  NOWE mieszkanie w zielonej części Mokotowa.  Zakup mieszkania jest BEZPOŚREDNIO od dewelopera, 0% prowizji i 0% podatku PCC.  Teraz masz możliwość skorzystania z najniższych cen Pełna oferta mieszkań od kawalerek po duże apartamentowce.  Główne cechy inwestycji:  ✔ videomofon ✔ projekt składa się z dwóch budynków ✔ Domofon, drzwi antywłamaniowe, monitoring ✔ nowoczesne rozwiązania ✔ reprezentatywne wejście ✔ duże okna - maksymalny dostęp do światła dziennego ✔ przeszklone balkony ✔ przestronne balkony do każdego mieszkania   Lokalizacja:  ✔ kameralna zabudowa w okolicy ✔ 4 minuty przystanek autobusowy ✔ 25 min Centrum (519) ✔ 5 minut do Sobieskiego - tramwaj w 2022/2023r Wola - Wilanów ✔ miejsca rekreacji Fort IX (""Czerniaków"", ""Dąbrowskiego"", ""Sadyba"" ✔ Park Dolinki Służewieckiej ✔ 10 minut Park Wilanowski  W zasięgu paru kroków:  ✔ 10 min pieszo szkoły, przedszkola ✔ apteki, sklepy, bankomaty, cukiernie, piekarnie ✔ 15 minut komunikacja Sadyba Best Mall   Przewidziany termin realizacji I kwartał 2022 ( każda inwestycja oddana terminowo lub z wyprzedzeniem) Do mieszkania jest możliwość dokupienia miejsca postojowego.  Co więcej :  Istnieje możliwość wykończenia mieszkania pod klucz. Niezobowiązująca wizyta z architektem.  Zdjęcia przykładowych realizacji, nie są częścią oferty.  Zapraszam na prezentację nieruchomości Sebastian - 572pokaż telefon  Numer oferty: N+922695Osoba odpowiedzialna zawodowo: Sebastian Wieteska";park, apteka, metro, tramwaj, autobus, przedszkole, żłobek;;;;;;;;;
78;150971487;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Mokotów ulica:  Taśmowa;495 891 zł;9 900 zł/m2;apartamentowiec;inny;2;Parter;6;2020;50,09 m2;winda, ogrzewanie miejskie, ogródek;1042/5751/OMS;Sprawdź ratę!;Luxe Property oferuje do sprzedaży słoneczne 2 pokojowe mieszkanie 50,09 m2 w cenie 495 891 PLN na parterze w nowym bloku mieszkalnym w Warszawie w dzielnicy Mokotów, Służewiec przy ulicy Taśmowej.  KUPUJĄCY NIE PŁACI PODATKU PPC ANI PROWIZJI AGENCJI  Mieszkanie składa się z: salonu z aneksem kuchennym (24,2 m2 ), sypialni (13,42 m2 ), łazienki (6,56 m2 ), przedpokoju (5,91 m2). Dodatkowo taras (12,35 m2) i ogródek 26,25 m2. Okna wychodzą na południowy-zachód.   W pobliżu znajdują się liczne linie tramwaje, autobusowe i niewiele dalej I linia metra. Najbliższa okolica to Galeria Mokotów, OSiR Mokotów iPark Dolinka Służewiecka. W pobliżu Osiedla znajduje się 35 placówek edukacyjnych oraz medycznych np. Centrum Medyczne LUX MED.  Mieszkanie Będzie oddane do użytku w stanie deweloperskim pod koniec 2020 roku.  W ofercie mamy wiele innych mieszkań od różnych deweloperów, które z przyjemnością zaprezentujemy po wysłuchaniu państwa potrzeb. Gorąco zapraszam do kontaktu. Piotr Jurczyński 591pokaż telefon       Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: 1042/5751/OMS;;własność;;aneks kuchenny;30.11.2020r.;;;;;
79;151342594;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Białołęka ulica:  Światowida;290 000 zł;8 656,72 zł/m2;blok;rama h;1;2;3;2002;33,50 m2;balkon;28341/4508/OMS;Sprawdź ratę!;Mieszkanie jednopokojowe usytuowane na 2 piętrze w niskim budynku z 2002r. na Białołece przy ul. Światowida.  Lokal  składa sie z pokoju, oddzielnej kuchni, łazienki i przedpokoju. Dodatkowo posiada balkon.  Okna PCV, z ekspozycją zachodnią.  Cicha i spokojna okolica. Dogodny dojazd do centrum i metra. Do przystanku 100 metrów. Blisko poczta,sklepy i szkoła.    W każdy dzień tygodnia dyżur w biurze w godzinach 8:30 - 21:00. W razie jakichkolwiek pytań proszę dzwonić, wysłać SMS, 795pokaż telefon, lub wysłać zapytanie na adres e-mail: lech@lecskontaktuj się, oddzwonimy.  Treść ogłoszenia nie stanowi oferty w rozumieniu Kodeksu Cywilnego  Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: 28341/4508/OMSNr licencji zawodowej: 5860;;własność;;oddzielna;;;;;;
80;151338761;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa gmina:  Praga-Południe miejscowość:  Warszawa dzielnica:  Praga Południe ulica:  Łukowska;330 000 zł;9 705,88 zł/m2;inny;inny;1;5;;1;34 m2;;HH-MS-864269;Sprawdź ratę!;*** Biuro nieruchomości Hampton Home ma przyjemność zaprezentować mieszkanie jednopokojowe, kawalerkę, na Pradze-Południe przy ulicy Łukowskiej 5.    Mieszkanie znajduję się na 5 piętrze w 12 piętrowym budynku z lat osiemdziesiątych. W budynku jest winda.    Mieszkanie składa się z dużego pokoju, niezależnej widnej kuchni, łazienki, przedpokoju i balkonu typu loggia. Do mieszkania jest przypisana komórka piwniczna.    Status prawny mieszkania: spółdzielcze-własnościowe. Uregulowany status gruntów.    Aktualnie mieszkanie jest wynajmowane. Wynajmujący opuści mieszkanie przed sprzedażą lub może przepisać umowę wynajmu na nowego właściciela    Serdecznie zapraszam do prezentacji nieruchomości w dogodnym dla Państwa terminie.  Numer oferty: HH-MS-864269Osoba odpowiedzialna zawodowo: Patryk Poręba;;;;;;;;;;
