id,cena,liczba_pieter,liczba_pokoi,pietro,powierzchnia,rok_budowy
46f8V,399000,4,2,1,40.55,2021
448lO,1290000,10,4,9,112.0,1995
460aa,1035700,3,4,0,84.2,1995
45QaT,589999,11,3,6,61.0,1980
46f73,665000,4,3,0,57.0,2006
45vJw,705518,22,1,4,35.55,2009
45L0O,545000,11,2,10,38.0,2019
4606v,509000,8,2,7,35.5,2019
46067,1767120,3,4,2,127.36,2021
46f3n,479000,7,1,2,34.0,2020
46f3o,356000,7,1,1,28.8,2019
46f3m,438900,7,1,2,36.0,2020
46f3l,615000,7,2,2,50.4,2020
46f37,520000,8,1,1,35.55,2019
46f34,550000,6,2,1,42.09,2016
46f32,677000,7,2,7,54.17,2016
46f04,1650000,7,3,7,98.0,2018
46eZd,623000,6,2,5,53.0,2005
4602n,715000,16,2,4,55.4,2009
46eUF,1300000,3,5,3,132.6,2012
468OM,1860000,2,3,1,80.0,2018
45KXm,352000,4,1,1,32.0,2003
46eT3,657999,3,4,3,74.0,1978
46dtR,518900,4,3,2,48.0,1970
45P0U,695000,4,3,4,72.0,2001
46cEr,679900,4,4,0,80.0,1989
46cEs,428900,4,2,0,37.0,1979
46cEv,609900,4,4,3,70.0,1987
44hUG,682736,7,1,0,57.0,2019
46eRp,2999000,6,5,6,157.67,2020
3ZePG,804519,5,3,5,73.0,2019
441J7,609999,11,2,1,58.0,2008
45ZU0,570000,3,2,0,49.0,1970
46eMw,1699000,6,5,1,141.0,2013
46eMt,859900,6,3,5,74.0,1997
46eMs,1439900,4,3,2,132.0,2007
46eMp,600000,3,3,2,55.0,1970
46eJY,653884,8,3,4,64.1,2021
46eHY,950000,2,3,1,130.0,2001
46eFY,599000,2,4,1,56.0,1970
46eEk,615072,27,2,4,47.67,2021
46eDC,910000,4,3,4,82.0,2003
46eDm,1540000,5,3,3,88.0,2009
46ez6,699000,7,2,1,52.0,2005
46eyk,939900,6,3,3,77.15,2013
46exS,780794,10,4,1,89.5,2021
46exe,331332,10,2,3,27.43,2021
45wFX,429000,6,2,5,33.84,2020
46evE,501000,3,2,0,36.6,2021
46evB,792000,3,3,1,58.3,2021
46evv,860000,3,2,0,63.0,2021
46evt,1675872,3,3,2,126.96,2021
46evr,622601,7,3,1,59.3,2020
46evo,1001910,3,2,1,77.07,2021
46evd,576000,10,3,2,59.4,2021
46ev9,331000,10,1,3,27.43,2021
46ev4,629000,3,2,2,59.0,2001
45Tcl,609000,14,3,6,46.86,2019
46brP,1265000,5,3,3,52.79,2015
46ery,599000,3,3,2,65.7,1992
46eq5,880000,5,3,4,82.0,2004
46enY,879000,8,3,5,76.06,2008
45jfC,2548045,3,3,3,164.39,2021
45jP1,376000,15,1,5,21.0,2019
46ejx,954000,8,3,6,66.0,2019
46edL,513000,4,2,4,65.0,2020
46ed4,470000,7,2,2,42.7,2019
46e8T,742000,12,3,1,52.3,2014
45Dmu,667298,8,3,2,66.75,2021
44DHq,611614,10,3,7,50.63,2021
45ben,593219,10,3,3,59.4,2021
443sx,422678,7,2,0,43.81,2020
46e70,560000,5,2,3,43.0,2014
469ls,605000,6,2,0,50.07,2010
46e5B,1800000,2,4,0,109.98,2008
41KpN,825000,12,4,2,93.32,2008
46e4q,864000,5,3,4,64.0,2020
46e1K,769000,7,4,3,67.0,2020
46dZm,669000,8,2,1,56.2,2013
46dY9,633000,3,2,3,67.0,1994
46cBT,1500000,3,4,3,121.3,2006
463i0,498000,6,2,2,32.0,2019
462U4,644000,7,2,2,46.25,2019
46dOQ,539378,8,2,5,46.87,2021
46dNB,630000,5,2,3,35.68,2019
46dNy,960000,5,4,0,68.93,2017
46dNv,632200,3,4,0,58.0,1970
46dNw,699000,13,2,7,70.0,2001
46dNs,2150000,6,4,3,102.0,2018
46dNn,325000,7,1,7,24.37,2017
469sj,849000,7,4,7,73.0,2019
3UkRq,385000,12,1,9,27.0,2020
459wQ,390000,22,2,3,37.0,2021
450kL,234000,27,1,6,18.0,2021
44uIZ,450000,10,1,4,36.6,1970
46dD4,465000,4,2,3,41.6,1998
45ZrS,895000,3,3,3,75.0,2010
45IBe,565000,4,2,3,45.0,2011
46dB7,789000,4,3,4,71.0,2008
46dA1,504718,8,2,6,42.7,2021
46dzX,654687,8,3,4,65.09,2021
46dxF,720000,4,3,3,59.24,1987
45ZnO,830000,4,3,1,66.0,2020
45bLu,513000,6,2,4,41.05,2020
442YM,545000,1,2,0,53.0,1999
45xnB,572220,3,3,3,61.2,1992
45Zc3,1100000,6,3,2,73.73,2018
46dkX,2548145,3,4,3,164.39,2021
45TMB,3200000,6,6,6,250.0,2007
42BCe,3550000,1,4,1,168.5,2018
45qxM,1300000,1,3,1,65.0,2019
46dkt,624000,3,2,0,52.2,2002
46dj2,1769000,10,4,7,119.0,2017
450S1,796000,3,3,2,77.5,2001
46deU,507831,8,2,2,46.66,2021
46deK,420729,8,1,0,37.44,2021
46deG,506917,7,2,4,38.66,2018
46dd0,630000,4,2,4,60.0,2002
46d7V,620000,7,2,4,51.5,2009
46d7c,559000,7,3,0,52.0,1978
46d6M,1610000,10,4,8,140.1,2010
46d6L,1702000,10,5,8,148.1,2010
46d6s,559000,3,3,3,65.0,1991
45YJf,595500,6,2,4,49.78,2020
46d5L,435000,7,2,2,34.8,2013
42IBY,415000,3,2,1,43.3,2019
46d4i,925000,8,3,7,71.0,2008
46d47,1090000,4,3,2,89.9,2002
46d3U,554052,8,2,7,47.29,2021
46d3M,1185000,6,5,3,110.0,2000
46d2r,819000,14,3,7,88.0,2003
46d0M,780050,6,3,3,65.1,1993
44gv0,385541,6,1,1,27.74,2020
44RXp,950000,5,2,3,52.44,2009
42BCu,3500000,3,5,1,180.0,2000
44GYE,1110000,4,4,3,115.0,2000
44DcJ,570000,10,3,10,50.0,1990
46cRT,495000,5,2,2,45.2,2020
46cRS,420000,8,2,2,32.37,2021
46cRO,704500,7,4,1,72.8,2020
46cRN,470000,7,2,4,38.4,2020
46cRL,639000,7,3,1,57.9,2020
46cRK,470000,7,2,4,38.4,2020
3C2CI,230000,5,1,4,21.0,2017
45rmo,397000,5,2,1,38.0,2018
3vwEj,527000,12,2,7,47.0,2019
3H7RS,560000,27,3,9,52.0,2019
4324a,685000,11,3,8,64.0,2019
3Q59y,1838000,9,6,9,184.0,2017
46cQp,618861,8,3,2,63.43,2021
46cPU,599000,3,3,2,65.7,1992
46cPF,500000,6,2,4,35.0,2020
46cPE,706000,22,2,4,35.0,2009
46cNq,769000,8,2,4,43.0,2017
46cNm,479000,10,3,0,49.89,1975
46cNi,620000,10,3,0,55.42,2004
46cKV,664900,10,4,6,75.0,1977
46cKO,515500,5,1,3,40.0,2000
46cKJ,769500,5,2,4,45.0,2017
46cKF,780000,11,2,3,61.0,2009
46cIC,530000,4,2,4,44.5,1970
46cHB,710000,1,2,0,33.5,2019
46bsK,499000,3,3,3,52.09,2020
46cFA,1570000,2,2,1,81.0,2019
46cF0,907000,16,3,4,63.8,2019
46cEC,780000,11,2,3,61.0,2009
45NUb,590000,5,2,4,43.64,2019
42J5x,1290000,9,4,9,150.89,2009
44vI7,968000,5,4,2,90.44,2015
44knn,1150000,10,4,8,94.9,2015
46cCB,1390000,5,4,3,124.29,2010
46cCu,1260000,4,4,3,102.1,2000
45ZpG,699000,10,3,8,71.0,2002
46cA4,623607,8,3,3,62.0,2021
46cA2,501713,8,2,3,44.4,2021
46czT,704401,5,4,2,72.75,2020
46czB,735000,10,4,0,68.0,1974
46czm,559000,10,2,0,52.9,1988
46cyS,440000,4,2,2,38.3,1976
46cyu,990000,6,3,4,74.0,2015
45Xyv,6200000,3,5,3,363.0,2014
46cib,779000,4,4,4,82.34,1993
46cwH,739000,9,2,9,57.0,2018
467Zv,788000,9,2,8,53.45,2020
45Kmj,510000,10,3,10,48.0,1970
46cuL,1450000,4,4,3,100.0,2010
467ER,874000,8,4,4,112.0,1995
46ctp,486748,5,2,3,45.2,2020
46csO,629000,12,2,4,49.97,2017
46crR,889000,3,3,3,76.1,2009
45TYH,495000,10,3,10,50.05,1970
3z4vb,495000,3,2,2,48.0,2020
43a9O,829000,7,3,1,83.0,2012
46cnP,800000,6,2,1,39.89,2016
45AVW,599000,8,2,7,51.1,2006
46cmB,1991250,7,4,6,113.5,2019
45wg9,890000,7,3,1,81.0,2016
455uj,555000,4,2,1,48.7,1983
42q8A,1057500,4,3,0,117.5,2003
46cle,1290000,8,6,1,151.0,2002
46cki,800000,7,2,1,40.0,2016
46cjP,487000,10,2,6,40.3,2021
46cjH,779700,10,4,1,89.5,2021
46cjk,530000,4,3,1,60.03,2020
46cjj,426000,4,2,1,40.19,2021
46chE,599000,3,3,2,63.38,1987
46cdQ,750000,8,2,3,60.0,2011
46c6r,770000,5,2,3,50.04,2019
46ccP,399500,5,2,3,35.08,2020
46ccN,440000,8,1,4,29.0,2012
46ccE,678610,6,3,2,66.0,2020
46ccD,470629,6,2,4,38.4,2020
46ccC,391383,6,1,6,27.4,2020
46cbM,575000,6,2,3,49.5,2003
46cbj,574327,8,2,0,52.27,2021
46cbe,634267,8,3,1,64.1,2021
46caD,395000,10,2,4,41.8,1970
45Z3U,720000,4,2,0,60.0,2000
4631H,520000,12,2,4,44.7,1999
451sM,510000,1,3,1,77.75,2020
46c5t,499500,5,2,3,45.2,2020
46bYK,800000,8,2,1,40.0,2016
453vK,739000,7,3,0,70.0,2014
46bXZ,700000,5,3,0,73.0,2020
46bXY,450000,5,2,0,39.09,2020
46bUH,599000,3,3,2,63.0,1987
46asS,564000,3,3,1,55.3,1974
46bPy,685854,7,3,7,58.62,2020
44SHk,649000,4,3,4,73.3,1990
46bOX,667565,7,3,2,58.62,2020
46bOS,644244,7,3,0,57.2,2020
46bOC,709165,7,3,7,58.73,2020
46bNl,518872,8,2,1,46.78,2021
466VC,647000,3,3,2,76.0,2002
4656i,356000,10,2,4,28.0,1972
46bKA,694482,7,3,3,58.73,2020
46bK2,790000,2,3,1,78.2,2000
46bJ4,999000,4,3,0,72.3,2016
46bJ3,599000,3,3,2,63.0,1987
46bJ0,690841,2,3,2,58.73,2020
46bIy,1180000,6,5,3,109.0,2000
46bIx,639000,8,2,3,50.0,2010
46bIv,820000,7,3,6,64.0,1988
46bIr,614000,4,2,0,57.0,2005
46bFu,720000,4,2,0,48.94,2016
46bFh,4500000,8,4,8,303.0,2012
46bER,439000,10,2,0,39.0,1970
46bD0,1150000,10,3,4,88.0,1997
46bC8,305000,10,1,4,29.0,1974
46bBz,790000,8,3,5,82.48,2019
46bBj,515000,5,2,1,50.12,2020
46bAO,425000,11,2,2,34.8,2014
45VvT,729000,18,2,4,54.3,2008
46bAx,950000,6,3,3,77.2,2013
45V94,1080000,13,3,0,99.0,2006
46byD,799000,5,3,1,64.0,2020
46by4,799000,6,3,1,64.0,2020
46bxH,489000,5,2,1,35.0,2019
46bwi,695000,6,4,5,64.0,2020
46btJ,648000,4,3,1,54.4,1995
44V7H,644000,7,3,5,57.2,2020
46bt2,489000,5,2,2,34.92,2019
46bsC,700000,6,2,5,59.0,2011
46brM,460000,7,2,0,42.0,1972
46bs2,429900,10,2,6,31.06,1970
46brt,976000,10,3,1,86.0,2000
46bqZ,643074,8,3,1,64.99,2021
46bqY,554033,8,2,1,49.95,2021
46bp3,680000,6,2,2,46.28,2020
46bjM,2500000,3,5,3,210.0,2004
45Pgy,1190000,7,4,0,110.0,2006
46bho,1070000,3,4,1,96.99,2002
46bhn,1200000,2,4,1,110.99,1996
46bgU,585000,10,3,10,48.0,1970
46bgT,1280000,7,4,7,95.0,2008
46beH,750000,5,2,3,49.2,2020
46bc3,565000,6,2,1,50.83,2021
46b9s,1045000,9,3,3,75.0,2001
46b9r,530000,4,3,1,52.9,1980
46b8B,469000,15,2,10,39.0,1975
46b8z,466000,10,1,5,27.67,2020
46b6j,740000,22,2,8,43.97,2010
46b61,355000,10,2,4,30.9,1974
46b5v,808810,8,2,6,55.78,2013
46b5w,858980,8,2,6,59.24,2013
46b5i,1057100,10,4,9,105.71,2008
46b5h,574200,6,2,1,63.8,2010
46b5b,920948,11,2,1,60.39,2010
46b4z,725000,5,2,3,59.54,2002
46b2y,920000,10,4,10,111.3,1988
46b2v,990000,3,4,0,98.0,1994
46b1n,575274,10,3,0,59.35,2021
46b1m,487316,10,2,6,40.26,2021
46b1l,657260,10,3,1,62.79,2022
46b1j,331331,10,1,3,27.43,2021
46b1k,528516,10,2,1,47.67,2022
46b1h,1003231,10,4,10,89.9,2021
46b1e,469300,6,2,0,40.5,2020
46b15,559450,4,3,4,60.0,2021
46b16,418510,4,2,4,40.0,2021
46b13,452499,4,2,4,47.01,2021
46b0Y,369064,10,1,1,27.95,2022
46aZb,500000,5,1,3,40.0,2000
46aYc,419000,4,3,4,48.5,1970
46aXR,498000,10,2,8,38.0,1980
45tka,405000,7,2,3,33.0,2017
46aUO,674080,7,3,4,61.28,2020
46aU4,610000,6,2,6,56.41,2008
46aR2,679095,7,3,2,58.0,2020
46aQZ,760000,7,3,2,60.0,2016
46aQR,950000,2,3,1,130.0,2001
46aPD,610000,6,2,6,56.41,2008
463Uz,529000,6,2,4,38.0,2015
46aLY,459000,12,3,8,51.2,1972
466S3,1300000,3,7,3,132.5,2012
4673l,1080000,11,4,3,85.57,2009
46aIO,699000,5,3,4,69.27,2020
464Xa,725000,6,3,2,72.85,2020
46aH7,359000,11,1,8,28.0,2003
46aE7,453600,8,2,1,33.6,2020
46567,625000,11,2,9,46.18,2012
46aAn,370000,9,2,8,38.0,1979
46avm,1500000,7,4,7,116.4,2007
46ave,429900,10,2,6,31.06,1970
46avc,1399999,4,4,1,94.4,2019
46av8,480000,6,1,2,35.93,2005
46av4,706000,4,2,0,59.8,2003
46av2,770000,7,2,1,54.9,2019
46aw5,405000,5,2,2,42.0,1979
46aul,939900,6,3,3,77.15,2013
45fOx,970000,10,3,1,85.0,2000
46aoO,898000,3,4,2,83.1,1998
46aou,500000,5,2,0,48.0,2020
46aof,740000,5,2,3,59.54,2002
46ai0,712000,6,2,2,50.0,2014
46ag2,669592,8,3,5,64.99,2021
46afV,513345,8,2,0,46.72,2021
46afp,799000,4,3,2,64.0,2009
46adp,655000,3,3,0,53.0,2020
46adn,487000,3,3,3,52.0,2020
46abv,698000,3,3,3,74.0,1994
46aau,550000,5,3,3,50.0,2008
46a8m,780120,8,2,1,59.1,2006
46a59,570000,8,3,8,63.0,2006
46a4T,998000,5,3,1,56.0,2018
46a4S,810000,7,2,7,63.91,2014
46a4i,590500,11,3,6,61.0,1980
46a4h,625000,4,3,2,67.0,1978
45Rqz,1150000,2,4,1,110.99,1996
469Z7,518000,7,3,6,52.0,2020
45F5y,1190000,12,3,9,71.0,2019
44Oe0,450000,16,2,8,48.07,1972
469VU,605000,10,3,2,61.5,1980
469Wa,345000,8,1,3,28.0,1970
469UT,908500,8,3,5,79.0,2008
469TC,699000,8,3,8,70.0,2002
469Sy,1200000,4,5,3,178.0,2000
469Qq,640000,7,2,1,54.0,2007
469PR,327600,8,1,4,26.0,2020
469Pq,510000,11,2,6,55.0,1980
469Or,1045000,10,3,9,74.67,2009
469Le,590000,3,3,2,66.0,1992
469KW,734314,6,3,1,74.93,2020
469JN,1050000,8,3,1,58.26,2020
469Ii,499000,4,3,4,56.0,1970
469HO,1550000,2,4,1,158.1,2009
469Ha,399000,4,2,2,42.0,1980
469Gt,1090000,5,3,2,90.0,2002
469Dz,673000,3,3,2,75.6,2003
469Dg,601473,13,2,8,45.36,2019
469C6,512000,10,2,9,38.0,1970
469C0,406000,4,2,0,39.31,2021
466Q6,870000,2,5,2,128.0,2020
469zS,730000,6,3,4,66.66,2013
43wIh,588999,12,3,10,48.5,2011
469v3,1700000,2,4,0,146.0,2001
469rL,1740822,3,4,3,111.95,2021
469og,640000,4,4,3,64.3,1974
469o1,895000,7,3,6,72.87,2019
469lk,1295544,8,4,3,94.0,2020
469jM,647345,8,3,3,64.1,2021
45W78,1388000,4,4,0,185.0,2000
469ig,900000,8,1,1,43.79,2019
469i0,649000,10,3,2,63.0,1971
469ds,677000,8,2,3,48.14,2009
469b7,773000,12,2,7,40.0,2019
469ap,1950000,2,6,0,179.26,2020
469ao,1990000,2,5,0,173.0,2020
4699p,638000,5,2,1,50.0,2006
45ET1,589000,6,3,5,55.03,2019
4698q,579000,12,3,10,48.43,2011
46960,2350000,5,4,4,120.53,2013
4695U,500000,5,2,2,45.0,2020
4695V,539000,10,3,1,48.0,1970
4695S,620000,9,2,5,40.0,2020
4695G,399000,11,2,0,30.0,1976
4694r,599000,7,3,0,63.0,2020
4694l,559000,10,2,0,52.9,1988
4694k,470000,4,2,3,37.0,2019
46929,2650000,4,4,3,155.0,2012
4691c,1307000,12,4,10,100.0,2010
4690z,588000,5,2,4,38.0,2020
467vN,822210,6,4,1,78.0,2020
468X3,1885000,8,3,7,110.6,2009
464Tl,699000,6,2,3,46.0,2019
468Ub,470000,8,1,8,33.84,2002
45HSh,540000,6,2,4,39.1,2001
45wn2,790000,8,4,5,82.47,2018
468TC,550000,10,2,8,56.0,1979
45FvE,339000,4,2,0,31.0,2020
45JKk,339000,4,2,0,31.0,2020
45seG,460000,4,2,0,44.6,2019
45sek,550000,4,3,1,67.2,2019
468RE,479000,10,3,8,51.2,1970
468R3,699000,4,2,0,60.0,2000
468QX,695000,7,3,6,59.0,2020
468QU,1499501,1,4,1,187.5,2019
468Qr,415900,10,2,6,31.0,1970
468N8,4435200,2,7,1,211.2,1992
468JS,400000,5,1,5,30.0,2005
468GS,920000,11,3,1,73.5,1985
468Gp,639000,7,2,3,50.0,2010
468FW,2048000,8,3,8,128.31,2008
468FS,1776000,8,3,8,111.35,2008
468FP,3199000,3,6,1,324.17,2014
43uWB,1989000,4,4,3,125.0,2006
468DF,707000,4,3,4,65.25,2020
468DD,592400,10,3,3,60.0,2021
468Dh,366999,10,1,9,31.0,2021
468Dv,594000,10,3,10,48.0,1970
468De,368840,10,1,7,27.4,2021
468Bx,438880,10,2,4,36.0,2019
468Bm,740000,5,3,1,58.74,2018
468AU,379000,4,2,0,38.0,1970
468AA,634566,6,2,6,60.85,2020
468zU,1890000,5,4,1,119.53,2019
468yV,430000,4,2,0,42.4,1982
468vV,384000,4,2,2,33.91,2020
468vX,410000,4,2,2,39.62,2020
468vT,555000,4,3,1,67.21,2020
468vL,2400000,2,5,1,142.68,2012
468wI,469000,6,2,5,38.5,2020
468w2,750000,2,3,1,66.0,1994
468rh,732000,4,2,1,61.0,2019
468qP,1200000,5,6,4,160.0,1995
468qJ,769000,6,4,2,81.0,2000
468qb,473000,5,2,2,42.2,2020
468na,1840000,3,5,3,222.0,2001
468mY,1900000,3,5,0,183.0,2001
468mX,960000,3,5,1,115.0,1996
45jfv,741825,3,2,0,54.95,2021
468mB,796000,3,3,2,77.5,1998
468mF,613740,8,2,1,47.5,2020
468mE,734700,8,2,1,60.0,2019
468mq,1150000,4,3,3,80.0,2010
468mm,825000,12,4,2,93.3,2008
468mi,610000,7,2,5,56.2,2007
468m3,849000,1,4,0,89.0,2008
468kH,1800000,6,6,1,145.0,1999
468kb,1678050,2,4,1,111.87,2020
45OFE,467500,15,2,3,39.0,1970
468i3,660000,8,2,5,51.24,2015
468dU,550000,10,2,7,56.0,1984
468dg,455000,6,2,0,43.66,2020
45dRT,499000,6,2,3,45.2,2020
453bh,770000,30,3,7,68.8,2006
468c2,661327,8,3,5,65.09,2021
46817,549000,12,2,2,43.3,2002
45LEB,519000,4,3,3,47.4,1972
468am,425000,10,2,6,35.0,1979
4685Z,499000,8,2,4,38.0,2018
3ZyXC,450000,10,2,0,51.77,1987
46835,550000,7,2,1,42.0,2017
4680o,315000,7,1,5,22.46,2017
4680g,470000,4,3,0,47.1,1970
467Y7,648000,11,3,1,50.0,1980
467XZ,655000,8,2,1,48.0,2012
44P9m,680000,5,3,5,64.0,2013
467Xn,660000,8,2,5,51.24,2015
467Ve,860000,7,3,3,67.5,2016
467Ue,1250000,8,4,1,130.6,2003
467Ub,576430,10,3,2,59.4,2021
467U8,487316,10,2,6,40.3,2021
467U7,477285,10,2,6,36.8,2021
467U6,520000,1,3,0,75.0,2020
467U5,550000,1,3,1,81.0,2020
467To,443940,7,2,7,42.0,2020
467T0,427059,7,2,0,44.0,2020
467Rw,530000,4,3,1,52.9,1980
467QY,458000,5,1,0,38.69,2020
467QV,780000,11,2,3,61.0,2009
467PM,590000,11,3,6,61.0,1970
467OL,910000,4,3,2,62.8,2018
467O5,474000,3,2,3,46.04,1977
467NS,779000,4,4,3,79.0,1996
465Ve,1099900,5,3,3,99.8,2012
467LG,680000,5,2,3,46.0,2020
467KY,641407,8,3,2,65.09,2021
467KX,569625,8,2,4,49.95,2021
467Km,550000,4,3,2,63.0,1978
467JO,515000,10,2,9,37.5,1970
467IY,499999,3,2,3,47.02,1977
467Hv,699000,7,3,2,61.73,2018
467Hh,440000,6,2,2,35.0,2001
467Fb,491000,6,2,2,45.0,2020
44UXH,610000,5,3,4,64.0,1992
45ImQ,617000,10,3,3,53.0,1975
467zE,3824000,8,6,8,239.0,2017
467zx,1777000,8,3,8,111.0,2017
467yB,1738188,3,4,1,109.32,2021
467yC,1745184,2,4,0,109.76,2021
467vR,698000,6,2,1,61.0,2010
467vl,499000,4,2,4,32.0,2019
467tt,539000,3,2,1,41.0,2016
467sT,449500,7,2,3,41.0,2019
467sI,568900,3,3,3,65.0,1992
467rN,1300000,3,5,3,132.0,2012
467rf,383000,8,2,8,31.0,1976
467re,590000,7,2,5,56.0,2007
467rd,489000,8,1,8,49.1,2005
467r9,800000,5,3,5,87.1,2005
467qr,1650000,8,3,2,122.0,2000
45S7b,699000,10,4,3,58.0,1970
467ph,735000,6,3,3,62.3,2012
467oN,540000,6,2,3,40.0,2020
467nM,3950000,4,6,3,230.0,2006
45SiR,819000,7,3,6,68.0,2009
467nx,539000,5,2,1,41.0,2016
4581Q,725000,10,3,6,60.4,2009
45Skc,806000,9,3,1,62.0,2014
467nb,1730000,6,4,6,120.0,2020
467n9,643000,3,3,2,76.0,2002
467kL,780000,11,2,3,61.0,2009
467jp,448000,4,2,3,40.95,2020
467j1,849000,1,4,0,88.9,2008
467iE,470000,5,2,2,35.0,2001
467b1,510000,10,1,5,28.25,2020
4679h,885000,2,2,2,59.0,2018
4678A,636000,4,2,0,53.0,2010
461WC,485000,10,2,0,42.0,1976
4677y,780794,10,4,1,89.5,2021
4677s,580515,10,3,5,50.8,2021
4677l,638614,6,3,1,57.9,2020
4677k,489146,6,2,2,43.9,2020
4677i,678610,6,3,2,66.0,2020
4677h,765902,6,4,5,72.8,2020
4677f,970012,6,4,6,101.4,2020
4676G,562000,4,3,2,61.52,2020
4676x,560000,4,3,1,60.03,2019
4675i,331332,10,1,3,27.43,2021
4674U,550000,6,2,1,42.09,2016
4674M,677000,7,2,7,54.17,2016
4670T,455000,6,2,1,36.53,2020
446jt,699000,12,2,7,70.0,2001
466YU,620000,6,2,4,56.33,2010
43Rl9,679000,4,4,3,80.0,1988
466tj,435000,6,2,2,32.5,2019
466Si,665000,6,2,5,54.13,2010
466Sf,899000,4,3,0,76.67,2008
466Qb,1250000,6,4,5,84.75,2021
45Rwo,589500,5,2,1,45.0,2019
45r8i,903000,7,2,2,69.0,2006
45YWX,325000,6,1,4,25.0,1971
466NI,612417,8,2,6,52.74,2021
466LC,900000,5,4,4,82.5,2020
466JE,530000,4,3,3,54.0,1975
45Thr,2300000,3,4,1,124.4,2004
45IMw,2590000,5,5,5,185.0,2000
41BXp,536000,5,2,0,57.94,1998
466FI,454000,4,2,2,33.6,2019
41Ogz,2256000,7,5,4,141.0,2005
44Hr6,410000,11,2,6,30.79,2019
466xi,1990000,5,4,0,119.53,2019
466xh,1990000,5,4,3,119.53,2019
466wZ,2234000,8,4,8,141.0,2020
466uh,3400000,8,5,7,150.0,2015
45wqE,485000,5,2,4,42.2,2020
466u8,449000,4,2,0,42.0,1982
466te,729000,1,2,0,33.0,2019
466qJ,559000,10,3,7,56.0,1985
466pJ,681632,8,3,6,65.51,2021
44mqi,3500000,4,5,3,162.2,2001
466jN,1287000,4,5,3,188.0,2018
45V0g,470916,5,2,1,45.72,2020
466hK,730000,3,2,1,52.0,2020
466fE,760000,5,3,2,65.0,2014
45gJn,2250000,4,5,3,150.0,2000
45rNy,652000,6,3,1,68.0,2020
466ay,1302656,10,5,1,119.05,2022
45KOw,485000,10,3,0,47.78,1978
45KPf,485000,10,4,0,47.78,1978
4669g,595000,7,3,0,62.0,2020
4669d,459000,4,2,3,37.0,1970
46698,690500,7,2,4,57.0,2017
4663d,619000,2,2,1,50.63,2018
4662n,497800,8,2,0,46.63,2021
4662a,530000,4,2,0,57.9,2007
46629,530000,4,3,0,57.9,2007
3YNUs,649000,4,3,1,75.0,1998
465Y7,531241,8,2,2,47.45,2021
465V6,629000,6,2,0,58.0,2018
465WL,1288000,10,4,8,112.0,1995
465WJ,1289000,10,4,9,112.0,1995
465Uz,549000,8,2,1,38.0,2020
465RS,1290000,3,2,1,62.0,2002
465Rm,663867,8,3,1,65.34,2021
465R7,1580000,5,3,1,101.0,2008
465OK,650000,3,4,0,66.5,1977
465NW,728000,10,2,7,61.0,2008
465MY,979000,9,4,9,111.3,1984
465MI,565000,5,2,1,37.0,2019
465Mo,700000,10,4,8,67.5,1975
46581,483635,6,2,5,38.4,2020
4315z,1640000,6,3,1,103.0,2018
3UvVE,2900000,3,5,0,180.0,2015
465HI,462000,7,2,5,41.25,2020
465GZ,339000,10,1,8,25.0,1970
465FK,589000,5,2,2,44.0,2019
465FC,879000,4,4,3,100.0,2000
465Cm,780120,8,2,1,59.1,2006
465Dr,647000,7,3,0,75.0,2002
465Do,657000,7,3,0,75.0,2002
465CC,1740822,3,4,3,111.95,2020
465CA,790695,3,3,0,58.57,2020
465CB,501420,3,2,0,36.6,2020
465B0,2548045,3,4,3,164.39,2021
465yo,539000,7,3,3,53.0,2020
465xd,540000,1,3,1,81.56,2020
465sv,545066,7,2,6,43.56,2020
44sny,529900,6,2,4,38.5,2020
465sa,681868,7,3,1,61.22,2020
45RbF,643000,3,3,2,76.0,2002
465rr,560000,1,3,0,75.99,2020
460Ra,450616,6,2,1,38.69,2020
465lC,728000,5,3,5,61.3,2013
465jL,1400000,7,4,5,118.0,2013
465jq,350000,10,2,8,31.8,1975
465jg,727000,5,3,5,70.7,2000
43NrS,1274150,5,3,5,92.82,2019
456rH,1399000,14,4,6,143.0,2000
465fX,439000,4,2,3,38.0,1971
451sI,555000,1,3,0,71.33,2020
465fe,1880000,8,3,7,110.7,2009
465eF,2960000,9,5,9,183.29,2007
465dD,1750000,4,6,1,85.0,2017
465dB,315000,11,1,3,24.28,2019
45bkk,1950000,2,5,0,308.0,2000
45YEE,588000,6,2,4,38.0,2019
465cQ,487316,10,2,6,40.3,2021
465bM,3400000,12,7,10,370.3,2000
465bF,699000,22,2,3,35.77,2010
465ax,455000,11,3,0,56.2,1975
465am,1349999,4,4,1,94.4,2019
4659Z,920000,11,3,1,73.5,1973
46599,560000,10,3,8,54.5,1970
46583,629000,10,3,8,61.14,1980
46580,289050,11,1,6,21.01,2019
4657Z,1140000,8,4,6,84.24,1993
4657I,1380000,5,4,2,79.8,2014
4653w,326000,10,2,2,29.72,1974
46533,699000,22,2,3,35.77,2009
45tsN,920000,11,3,1,73.5,1980
45fiN,851200,6,3,1,75.5,2019
4651p,860000,4,4,0,84.1,1996
464Xu,325000,7,1,7,24.37,2017
464VI,542211,8,2,1,50.79,2021
464UD,799000,7,4,3,80.5,2020
464Tb,699000,7,4,1,75.76,2020
45lEX,698000,6,2,1,61.0,2010
464O9,497000,10,2,0,45.43,1974
464O6,463000,8,1,4,30.55,2018
464O2,1745000,6,4,6,107.9,2019
